idCarpeta,Delito,Categoria,Sexo,Edad,TipoPersona,CalidadJuridica,competencia,Año_hecho,Mes_hecho,AlcaldiaHechos,ColoniaHechos,Calle_hechos,Calle_hechos2,latitud,longitud,Hora_Hechos_24,Tipo_de_delito,Años_sentencia ,Escala_clasificacion,Casos
8380337,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,,,MORAL,VICTIMA,FUERO COMUN,2019,Febrero,Miguel Hidalgo,SAN JUANICO,LAGO CHIEM,LAGO WAM,19.45108,-99.19053,9,ROBO A NEGOCIO CON VIOLENCIA,3,1,1
8614499,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,,,MORAL,OFENDIDO,FUERO COMUN,2020,Enero,Venustiano Carranza,JANITZIO,TALABARTEROS,IMPRENTA,19.449379188774106,-99.1179069102171,11,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,3,1,1
8572750,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,,,MORAL,AGRAVIADO,FUERO COMUN,2019,Octubre,Venustiano Carranza,UNIDAD KENNEDY,AVENIDA FRANCISCO DEL PASO Y TRONCOSO,,19.41676,-99.11212,12,ROBO DE OBJETOS,3,1,1
8565819,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,18.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Noviembre,Xochimilco,BARRIO SANTA CRUCITA,FRANCISCO I. MADERO,AV. 5 DE MAYO,19.26138,-99.10256,19,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,3,1,1
8364576,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,0.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Febrero,Coyoacán,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,INSURGENTES SUR,,19.32496,-99.18867,8,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,3,1,1
8664227,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,,,MORAL,OFENDIDO,FUERO COMUN,2020,Marzo,Iztapalapa,LOS ÁNGELES,NUBE,,19.344358828329998,-99.06782477472107,21,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,3,1,1
8606927,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,Masculino,28.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Enero,Tlalpan,RESIDENCIAL VILLA COAPA SUPER MANZANA 1,AVENIDA PERIFERICO SUR,,19.289352319162603,-99.11632220164292,9,ROBO DE OBJETOS,3,1,1
8781444,LESIONES INTENCIONALES POR GOLPES,DELITO DE BAJO IMPACTO,Masculino,58.0,FISICA,LESIONADO,FUERO COMUN,2020,Octubre,Iztapalapa,SAN JUANICO NEXTIPAC,ECONOMISTAS,,19.3746103989386,-99.121001800115,14,LESIONES INTENCIONALES POR GOLPES,2,1,1
8383485,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,Femenino,16.0,FISICA,VICTIMA,FUERO COMUN,2019,Marzo,Álvaro Obregón,,SIN CALLES DE SAP,,,,13,ABUSO SEXUAL,3,1,1
8676533,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,Femenino,1.0,FISICA,VICTIMA,FUERO COMUN,2020,Marzo,Benito Juárez,IZTACCIHUATL,PEDRO DE ALBA,,19.389109802666198,-99.1368538909489,12,ABUSO SEXUAL,3,1,1
8559001,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,Femenino,15.0,FISICA,VICTIMA,FUERO COMUN,2019,Octubre,Tlalpan,PRADO COAPA 2A SECCIÓN,SAN JUAN DE DIOS,,19.29569,-99.1326,11,ROBO DE OBJETOS,3,1,1
8470299,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,,,MORAL,VICTIMA,FUERO COMUN,2019,Julio,Venustiano Carranza,VALLE GÓMEZ,RIO CONSULADO,,19.45821,-99.11795,6,ROBO A NEGOCIO CON VIOLENCIA,3,1,1
8375681,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,Masculino,,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Marzo,Iztapalapa,CENTRAL DE ABASTO,NAVE 1 ANDEN  A,,19.37817,-99.08679,8,ROBO A NEGOCIO CON VIOLENCIA,3,1,1
8422136,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Masculino,42.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Mayo,Benito Juárez,XOCO,AVENIDA  UNIVERSIDAD,,19.361420000000006,-99.17091,8,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,3,1,1
8710281,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,Femenino,38.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Junio,Coyoacán,AJUSCO,ZAPOTECAS,REY HUEMAN,19.319611627300397,-99.16464849793181,18,ROBO DE OBJETOS,3,1,1
8606875,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,Femenino,28.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Enero,Álvaro Obregón,MERCED GÓMEZ,AV. CENTENARIO,MEJIA DELGADO,19.3664641354674,-99.209084655345,13,ROBO DE OBJETOS,3,1,1
8331422,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,Masculino,,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2018,Diciembre,Álvaro Obregón,TEPOPOTLA,AVENDIA TAMAULIPAS,,19.36127,-99.25115,19,ROBO A NEGOCIO CON VIOLENCIA,3,1,1
8753124,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,Femenino,,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Junio,Álvaro Obregón,TIZAPAN,YUCATAN,,19.339891194863,-99.1984768636645,17,ROBO DE OBJETOS,3,1,1
8675450,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,Femenino,2.0,FISICA,VICTIMA,FUERO COMUN,2020,Abril,Milpa Alta,SAN FRANCISCO TECOXPA,BOULEVAR JOSE LOPEZ PORTILLO,,19.2026310216419,-99.0056843098959,14,ABUSO SEXUAL,3,1,1
8700441,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,,,MORAL,OFENDIDO,FUERO COMUN,2020,Mayo,Cuauhtémoc,DOCTORES,DR. VALENZUELA,,19.4250782917806,-99.1433502037517,1,ROBO DE OBJETOS,3,1,1
8787236,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,,,MORAL,OFENDIDO,FUERO COMUN,2020,Octubre,Azcapotzalco,EL JAGÜEY,AV. DE LAS GRANJAS,,19.4865363022796,-99.1735530999416,18,ROBO A NEGOCIO CON VIOLENCIA,3,1,1
8453207,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,Femenino,50.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Junio,Xochimilco,SANTA CRUZ ACALPIXCA - PUEBLO,CERRADA MIGUEL HIDALGO,APATLACO,19.2477,-99.07567,9,ROBO DE OBJETOS,3,1,1
8627189,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,Femenino,41.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Febrero,Iztacalco,AGRÍCOLA PANTITLAN,GUADALUPE VICTORIA,,19.415526376566802,-99.07158582982531,8,ABUSO SEXUAL,3,1,1
8482931,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,Femenino,21.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Julio,Cuauhtémoc,SANTA MARIA LA RIBERA,INSURGENTES NORTE,,19.44834,-99.15295,18,ROBO A NEGOCIO CON VIOLENCIA,3,1,1
8639894,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,62.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Febrero,Gustavo A. Madero,BARRIO CANDELARIA TICOMÁN,AV. ACUEDUCTO,CALLE MIGUEL BERNARD,19.5186636962895,-99.14288119976472,12,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,3,1,1
8403192,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,,,MORAL,OFENDIDO,FUERO COMUN,2019,Abril,Cuauhtémoc,BUENOS AIRES,DR. ROBERTO SOLIS QUIROGA,,19.40606,-99.1457,12,ROBO DE OBJETOS,3,1,1
8346510,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,Masculino,,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2018,Diciembre,Iztapalapa,AMPLIACION ZONA URBANA EJIDAL SANTA MARIA AZTAHUAC,SANTA MARIA AZTAHUACAN,,19.34797,-99.03016,8,ROBO A NEGOCIO CON VIOLENCIA,3,1,1
8477184,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,,,MORAL,OFENDIDO,FUERO COMUN,2019,Julio,Gustavo A. Madero,NUEVA VALLEJO,EJE CENTRAL LAZARO CARDENAS,Y LA AVENIDA MONTEVIDEO,19.49328,-99.14599,3,ROBO DE OBJETOS,3,1,1
8515993,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Septiembre,Gustavo A. Madero,BARRIO CANDELARIA TICOMÁN,PRIMAVERA,,19.52215,-99.13766,11,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,3,1,1
8727596,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Julio,Venustiano Carranza,ROMERO RUBIO,MARRUECOS,,19.4435762966366,-99.0998253998571,15,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,3,1,1
8393355,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,71.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Marzo,Iztacalco,NUEVA SANTA ANITA,CUAUHTEMOC ESQUINA PLUTARCO ELIAS CALLES,,19.39782,-99.12754,19,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,3,1,1
8459847,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,,,MORAL,OFENDIDO,FUERO COMUN,2019,Junio,Miguel Hidalgo,ANAHUAC,AV. EJERCITO NACIONAL,,19.4367,-99.18004,10,ROBO DE OBJETOS,3,1,1
8627774,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,,,,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Febrero,Álvaro Obregón,,BLVD. ADOLFO LOPEZ MATEOS,,19.3688218090934,-99.19187575996608,18,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,3,1,1
8606159,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Enero,Azcapotzalco,SAN ANTONIO,CAMPO SABANA,,19.4811361379,-99.2007567315369,13,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,3,1,1
8702528,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Junio,Benito Juárez,ÁLAMOS,ALFONSO,,19.400671088546694,-99.14366293981199,7,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,3,1,1
8701856,ROBO A NEGOCIO CON VIOLENCIA POR FARDEROS (TIENDAS DE CONVENIENCIA),ROBO A NEGOCIO CON VIOLENCIA,,,MORAL,OFENDIDO,FUERO COMUN,2020,Junio,Venustiano Carranza,ROMERO RUBIO,PEKIN,,19.4409295016785,-99.0951917997127,15,ROBO A NEGOCIO CON VIOLENCIA POR FARDEROS (TIENDAS DE CONVENIENCIA),3,1,1
8758951,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,DELITO DE BAJO IMPACTO,Masculino,31.0,FISICA,LESIONADO,FUERO COMUN,2020,Septiembre,Benito Juárez,,NOTIFICACION DEL HOSPITAL GENERAL DE XOCO,,,,21,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,2,1,1
8410343,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,Femenino,53.0,FISICA,OFENDIDO,FUERO COMUN,2019,Abril,Azcapotzalco,TEZOZOMOC,PIMAS,,19.48809,-99.19674,10,ROBO DE OBJETOS,3,1,1
8481453,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Junio,Álvaro Obregón,TLAPECHICO,AVENIDA CILANTRO,,19.37676,-99.24479,17,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,3,1,1
8429036,LESIONES INTENCIONALES POR GOLPES,DELITO DE BAJO IMPACTO,Masculino,56.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Mayo,Cuauhtémoc,OBRERA,ROA BARCENAS,,19.4116,-99.13896,18,LESIONES INTENCIONALES POR GOLPES,2,1,1
8562505,LESIONES INTENCIONALES POR GOLPES,DELITO DE BAJO IMPACTO,Masculino,68.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Noviembre,Coyoacán,AJUSCO MONTSERRAT,REY NEZAHUALCOYOTL,CHICHIMECAS,19.32488,-99.15475,13,LESIONES INTENCIONALES POR GOLPES,2,1,1
8500498,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,,,MORAL,OFENDIDO,FUERO COMUN,2019,Agosto,Iztapalapa,HÉROES DE CHURUBUSCO,ATANASIO G.,,19.36119,-99.11604,14,ROBO A NEGOCIO CON VIOLENCIA,3,1,1
8591573,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,Femenino,32.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Diciembre,Cuajimalpa de Morelos,LOMAS DE SANTA FE,VASCO DE QUIROGA,,19.36174,-99.27338,12,ROBO DE OBJETOS,3,1,1
8832534,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,Masculino,39.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2021,Enero,Gustavo A. Madero,AMPLIACIÓN CASAS ALEMÁN,PUERTO TAMPICO,PUERTO MARQUEZ,19.4765356634137,-99.083780500287,16,ROBO DE OBJETOS,3,1,1
8487383,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,DELITO DE BAJO IMPACTO,Masculino,22.0,FISICA,LESIONADO,FUERO COMUN,2019,Julio,Iztapalapa,SANTA CRUZ MEYEHUALCO,INSURGENTES  SANTA CRUZ MEYEHUALCO,VILLA DIEZMA,19.33768,-99.04321,22,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,2,1,1
8834595,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,36.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2021,Enero,Venustiano Carranza,LORENZO BOTURINI,CUITLAHUAC,,19.4176415187297,-99.12651657976306,12,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,3,1,1
8500817,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,,,MORAL,OFENDIDO,FUERO COMUN,2019,Agosto,Azcapotzalco,LA PRECIOSA,NUEVA SANTO DOMINGO 96,,19.48668,-99.19186,16,ROBO A NEGOCIO CON VIOLENCIA,3,1,1
8336450,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,,,MORAL,VICTIMA,FUERO COMUN,2019,Enero,Iztapalapa,DESARROLLO URBANO QUETZALCOATL,MANUEL CAÑAS,,19.32715,-99.04391,15,ROBO A NEGOCIO CON VIOLENCIA,3,1,1
8839800,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,,,MORAL,OFENDIDO,FUERO COMUN,2020,Noviembre,Gustavo A. Madero,LOMA LA PALMA,AV. ESTADO DE MEXICO,ESQ. AV. TECNOLOGICO,19.547855359316607,-99.14364293023891,10,ROBO DE OBJETOS,3,1,1
8488164,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,DELITO DE BAJO IMPACTO,Masculino,22.0,FISICA,LESIONADO,FUERO COMUN,2019,Agosto,Iztapalapa,LEYES DE REFORMA 3A SECCIÓN,16 DE MARZO DE 1861,,19.3786,-99.06502,15,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,2,1,1
8396411,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,Masculino,37.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Abril,Gustavo A. Madero,SANTA ISABEL TOLA,INSURGENTES NORTE,,19.4964,-99.11855,6,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,3,1,1
8458693,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Junio,Cuauhtémoc,CENTRO,LUIS MOYA Y PUGIBET,,19.42978,-99.14569,3,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,3,1,1
8572771,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,Masculino,26.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Noviembre,Cuauhtémoc,NONOALCO TLATELOLCO,RICARDO FLORES MAGON,ALMACENES,19.449720000000006,-99.13759,17,ROBO DE OBJETOS,3,1,1
8842746,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,Femenino,,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2021,Enero,Gustavo A. Madero,VILLA DE ARAGÓN,ORIENTE 185 (NO APARECE),,19.4684826466876,-99.05983396032292,16,ROBO DE OBJETOS,3,1,1
8698407,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,36.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Junio,Venustiano Carranza,EMILIO CARRANZA,CENTRAL DE TALABARTEROS,Y ALFARERIA,19.451138562687603,-99.12353225406059,12,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,3,1,1
8519112,LESIONES INTENCIONALES POR GOLPES,DELITO DE BAJO IMPACTO,Masculino,33.0,FISICA,LESIONADO,FUERO COMUN,2019,Septiembre,Benito Juárez,SANTA MARIA NONOALCO,AV. REVOLUCION,SAN ANTONIO,19.3845,-99.18663,23,LESIONES INTENCIONALES POR GOLPES,2,1,1
8474081,LESIONES INTENCIONALES POR GOLPES,DELITO DE BAJO IMPACTO,Masculino,21.0,FISICA,LESIONADO,FUERO COMUN,2019,Julio,Cuauhtémoc,ROMA NORTE,YUCATAN,AV. ALVARO OBREGON,19.41675,-99.16723,5,LESIONES INTENCIONALES POR GOLPES,2,1,1
8621613,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Femenino,52.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Enero,Cuauhtémoc,ROMA SUR,TLAXCALA,INSURGENTES,19.407246544538506,-99.16775828954901,12,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,3,1,1
8778949,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,,,MORAL,OFENDIDO,FUERO COMUN,2020,Octubre,Benito Juárez,NARVARTE,AV. CUAUHTEMOC,ANAXAGORAS               PARALELA,19.3816390701296,-99.1584314295483,9,ROBO DE OBJETOS,3,1,1
8586302,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,Masculino,,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Diciembre,Venustiano Carranza,LORENZO BOTURINI,LORENZO BUTURINI,,19.41696,-99.12278,17,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,3,1,1
